old_path,new_path,relationship,recommended_action,scientific_importance,validation_status,migration_priority
validation/QUANTUM_FAILURE_ANALYSIS.md,N/A (Historical Documentation),"Research Reports, Figures, and Verification Audits",ARCHIVE in research-history / Reference in docs/,High (Thesis Evidence & Forensic Audits),Historical Phase Evidence,MEDIUM
validation/classical_two_phase_validation.md,N/A (Historical Documentation),"Research Reports, Figures, and Verification Audits",ARCHIVE in research-history / Reference in docs/,High (Thesis Evidence & Forensic Audits),Historical Phase Evidence,MEDIUM
validation/figures/classical_dam_break_profile.png,N/A (Historical Documentation),"Research Reports, Figures, and Verification Audits",ARCHIVE in research-history / Reference in docs/,High (Thesis Evidence & Forensic Audits),Historical Phase Evidence,MEDIUM
validation/figures/column_height_comparison.png,N/A (Historical Documentation),"Research Reports, Figures, and Verification Audits",ARCHIVE in research-history / Reference in docs/,High (Thesis Evidence & Forensic Audits),Historical Phase Evidence,MEDIUM
validation/figures/comprehensive_resource_scaling_labeled.png,N/A (Historical Documentation),"Research Reports, Figures, and Verification Audits",ARCHIVE in research-history / Reference in docs/,High (Thesis Evidence & Forensic Audits),Historical Phase Evidence,MEDIUM
validation/figures/error_versus_time.png,N/A (Historical Documentation),"Research Reports, Figures, and Verification Audits",ARCHIVE in research-history / Reference in docs/,High (Thesis Evidence & Forensic Audits),Historical Phase Evidence,MEDIUM
validation/figures/front_position_comparison.png,N/A (Historical Documentation),"Research Reports, Figures, and Verification Audits",ARCHIVE in research-history / Reference in docs/,High (Thesis Evidence & Forensic Audits),Historical Phase Evidence,MEDIUM
validation/figures/initial_phase_field.png,N/A (Historical Documentation),"Research Reports, Figures, and Verification Audits",ARCHIVE in research-history / Reference in docs/,High (Thesis Evidence & Forensic Audits),Historical Phase Evidence,MEDIUM
validation/figures/pressure_comparison.png,N/A (Historical Documentation),"Research Reports, Figures, and Verification Audits",ARCHIVE in research-history / Reference in docs/,High (Thesis Evidence & Forensic Audits),Historical Phase Evidence,MEDIUM
validation/figures/quantum_reconstructed_observable.png,N/A (Historical Documentation),"Research Reports, Figures, and Verification Audits",ARCHIVE in research-history / Reference in docs/,High (Thesis Evidence & Forensic Audits),Historical Phase Evidence,MEDIUM
validation/figures/quantum_resource_scaling.png,N/A (Historical Documentation),"Research Reports, Figures, and Verification Audits",ARCHIVE in research-history / Reference in docs/,High (Thesis Evidence & Forensic Audits),Historical Phase Evidence,MEDIUM
validation/grand_matrix_spy.png,N/A (Historical Documentation),"Research Reports, Figures, and Verification Audits",ARCHIVE in research-history / Reference in docs/,High (Thesis Evidence & Forensic Audits),Historical Phase Evidence,MEDIUM
validation/parameter_sensitivity_study.md,N/A (Historical Documentation),"Research Reports, Figures, and Verification Audits",ARCHIVE in research-history / Reference in docs/,High (Thesis Evidence & Forensic Audits),Historical Phase Evidence,MEDIUM
validation/qlbm_dam_break_validation.png,N/A (Historical Documentation),"Research Reports, Figures, and Verification Audits",ARCHIVE in research-history / Reference in docs/,High (Thesis Evidence & Forensic Audits),Historical Phase Evidence,MEDIUM
validation/quantum_resource_scaling.png,N/A (Historical Documentation),"Research Reports, Figures, and Verification Audits",ARCHIVE in research-history / Reference in docs/,High (Thesis Evidence & Forensic Audits),Historical Phase Evidence,MEDIUM
validation/quantum_state_comparison.png,N/A (Historical Documentation),"Research Reports, Figures, and Verification Audits",ARCHIVE in research-history / Reference in docs/,High (Thesis Evidence & Forensic Audits),Historical Phase Evidence,MEDIUM
validation/raw_quantum_classical_comparison.csv,N/A (Historical Documentation),"Research Reports, Figures, and Verification Audits",ARCHIVE in research-history / Reference in docs/,High (Thesis Evidence & Forensic Audits),Historical Phase Evidence,MEDIUM
validation/reference_data/martin_moyce_1952.csv,N/A (Historical Documentation),"Research Reports, Figures, and Verification Audits",ARCHIVE in research-history / Reference in docs/,High (Thesis Evidence & Forensic Audits),Historical Phase Evidence,MEDIUM
validation/sim_data/checkpoints/checkpoint_step_00000.npz,N/A (Historical Documentation),"Research Reports, Figures, and Verification Audits",ARCHIVE in research-history / Reference in docs/,High (Thesis Evidence & Forensic Audits),Historical Phase Evidence,MEDIUM
validation/sim_data/checkpoints/checkpoint_step_00200.npz,N/A (Historical Documentation),"Research Reports, Figures, and Verification Audits",ARCHIVE in research-history / Reference in docs/,High (Thesis Evidence & Forensic Audits),Historical Phase Evidence,MEDIUM
validation/sim_data/checkpoints/checkpoint_step_00400.npz,N/A (Historical Documentation),"Research Reports, Figures, and Verification Audits",ARCHIVE in research-history / Reference in docs/,High (Thesis Evidence & Forensic Audits),Historical Phase Evidence,MEDIUM
validation/sim_data/checkpoints/checkpoint_step_00600.npz,N/A (Historical Documentation),"Research Reports, Figures, and Verification Audits",ARCHIVE in research-history / Reference in docs/,High (Thesis Evidence & Forensic Audits),Historical Phase Evidence,MEDIUM
validation/sim_data/checkpoints/checkpoint_step_00800.npz,N/A (Historical Documentation),"Research Reports, Figures, and Verification Audits",ARCHIVE in research-history / Reference in docs/,High (Thesis Evidence & Forensic Audits),Historical Phase Evidence,MEDIUM
validation/sim_data/checkpoints/checkpoint_step_01000.npz,N/A (Historical Documentation),"Research Reports, Figures, and Verification Audits",ARCHIVE in research-history / Reference in docs/,High (Thesis Evidence & Forensic Audits),Historical Phase Evidence,MEDIUM
validation/sim_data/checkpoints/checkpoint_step_01200.npz,N/A (Historical Documentation),"Research Reports, Figures, and Verification Audits",ARCHIVE in research-history / Reference in docs/,High (Thesis Evidence & Forensic Audits),Historical Phase Evidence,MEDIUM
validation/sim_data/checkpoints/checkpoint_step_01400.npz,N/A (Historical Documentation),"Research Reports, Figures, and Verification Audits",ARCHIVE in research-history / Reference in docs/,High (Thesis Evidence & Forensic Audits),Historical Phase Evidence,MEDIUM
validation/sim_data/checkpoints/checkpoint_step_01600.npz,N/A (Historical Documentation),"Research Reports, Figures, and Verification Audits",ARCHIVE in research-history / Reference in docs/,High (Thesis Evidence & Forensic Audits),Historical Phase Evidence,MEDIUM
validation/sim_data/checkpoints/checkpoint_step_01800.npz,N/A (Historical Documentation),"Research Reports, Figures, and Verification Audits",ARCHIVE in research-history / Reference in docs/,High (Thesis Evidence & Forensic Audits),Historical Phase Evidence,MEDIUM
validation/sim_data/checkpoints/checkpoint_step_02000.npz,N/A (Historical Documentation),"Research Reports, Figures, and Verification Audits",ARCHIVE in research-history / Reference in docs/,High (Thesis Evidence & Forensic Audits),Historical Phase Evidence,MEDIUM
validation/sim_data/checkpoints/checkpoint_step_02200.npz,N/A (Historical Documentation),"Research Reports, Figures, and Verification Audits",ARCHIVE in research-history / Reference in docs/,High (Thesis Evidence & Forensic Audits),Historical Phase Evidence,MEDIUM
validation/sim_data/classical_ground_truth.csv,N/A (Historical Documentation),"Research Reports, Figures, and Verification Audits",ARCHIVE in research-history / Reference in docs/,High (Thesis Evidence & Forensic Audits),Historical Phase Evidence,MEDIUM
validation/sim_data/dam_break_diagnostics.csv,N/A (Historical Documentation),"Research Reports, Figures, and Verification Audits",ARCHIVE in research-history / Reference in docs/,High (Thesis Evidence & Forensic Audits),Historical Phase Evidence,MEDIUM
validation/sim_data/dam_break_diagnostics.npz,N/A (Historical Documentation),"Research Reports, Figures, and Verification Audits",ARCHIVE in research-history / Reference in docs/,High (Thesis Evidence & Forensic Audits),Historical Phase Evidence,MEDIUM
validation/sim_data/frames/dam_break_step_00000.png,N/A (Historical Documentation),"Research Reports, Figures, and Verification Audits",ARCHIVE in research-history / Reference in docs/,High (Thesis Evidence & Forensic Audits),Historical Phase Evidence,MEDIUM
validation/sim_data/frames/dam_break_step_00200.png,N/A (Historical Documentation),"Research Reports, Figures, and Verification Audits",ARCHIVE in research-history / Reference in docs/,High (Thesis Evidence & Forensic Audits),Historical Phase Evidence,MEDIUM
validation/sim_data/frames/dam_break_step_00400.png,N/A (Historical Documentation),"Research Reports, Figures, and Verification Audits",ARCHIVE in research-history / Reference in docs/,High (Thesis Evidence & Forensic Audits),Historical Phase Evidence,MEDIUM
validation/sim_data/frames/dam_break_step_00600.png,N/A (Historical Documentation),"Research Reports, Figures, and Verification Audits",ARCHIVE in research-history / Reference in docs/,High (Thesis Evidence & Forensic Audits),Historical Phase Evidence,MEDIUM
validation/sim_data/frames/dam_break_step_00800.png,N/A (Historical Documentation),"Research Reports, Figures, and Verification Audits",ARCHIVE in research-history / Reference in docs/,High (Thesis Evidence & Forensic Audits),Historical Phase Evidence,MEDIUM
validation/sim_data/frames/dam_break_step_01000.png,N/A (Historical Documentation),"Research Reports, Figures, and Verification Audits",ARCHIVE in research-history / Reference in docs/,High (Thesis Evidence & Forensic Audits),Historical Phase Evidence,MEDIUM
validation/sim_data/frames/dam_break_step_01200.png,N/A (Historical Documentation),"Research Reports, Figures, and Verification Audits",ARCHIVE in research-history / Reference in docs/,High (Thesis Evidence & Forensic Audits),Historical Phase Evidence,MEDIUM
validation/sim_data/frames/dam_break_step_01400.png,N/A (Historical Documentation),"Research Reports, Figures, and Verification Audits",ARCHIVE in research-history / Reference in docs/,High (Thesis Evidence & Forensic Audits),Historical Phase Evidence,MEDIUM
validation/sim_data/frames/dam_break_step_01600.png,N/A (Historical Documentation),"Research Reports, Figures, and Verification Audits",ARCHIVE in research-history / Reference in docs/,High (Thesis Evidence & Forensic Audits),Historical Phase Evidence,MEDIUM
validation/sim_data/frames/dam_break_step_01800.png,N/A (Historical Documentation),"Research Reports, Figures, and Verification Audits",ARCHIVE in research-history / Reference in docs/,High (Thesis Evidence & Forensic Audits),Historical Phase Evidence,MEDIUM
validation/sim_data/frames/dam_break_step_02000.png,N/A (Historical Documentation),"Research Reports, Figures, and Verification Audits",ARCHIVE in research-history / Reference in docs/,High (Thesis Evidence & Forensic Audits),Historical Phase Evidence,MEDIUM
validation/sim_data/frames/dam_break_step_02200.png,N/A (Historical Documentation),"Research Reports, Figures, and Verification Audits",ARCHIVE in research-history / Reference in docs/,High (Thesis Evidence & Forensic Audits),Historical Phase Evidence,MEDIUM
validation/two_phase_dam_break_height.png,N/A (Historical Documentation),"Research Reports, Figures, and Verification Audits",ARCHIVE in research-history / Reference in docs/,High (Thesis Evidence & Forensic Audits),Historical Phase Evidence,MEDIUM
